% # columns="iteration, evaluation, void, void, void, xmean", seed=2, Fri May  3 10:30:52 2019, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 12 0 0 0 0.5433239084961632 0.7348299025436825 0.4052551402957912 0.5765321676533222 0.4451361710610712 0.48095743860775286 0.5387353668454856 0.54467350955971 0.4562905390788687 0.36778998004699204
2 24 0 0 0 0.5405439376601723 0.7928198140871615 0.27087145340527574 0.4277535681443727 0.46821334702450385 0.5064621297658847 0.5547542328971165 0.6422089406184308 0.3922497577727656 0.38274748539571424
3 36 0 0 0 0.6059410418120572 0.8060426418140809 0.4352409766825994 0.3476182633539699 0.46342738853472176 0.5038117120656328 0.6331817849678972 0.655750033421534 0.4466896301075332 0.26522554113519153
4 48 0 0 0 0.6857412607796369 0.9249886104943521 0.3685979773240243 0.3653403694030158 0.39325887465949483 0.5377424176187631 0.5606419435206319 0.7007554006101305 0.5102673585160872 0.47734415038269273
5 60 0 0 0 0.5665303143242063 0.8287831585323837 0.4283090694672678 0.48817954588816137 0.2978233204390223 0.4998655285581587 0.4776968602919952 0.6694138415908414 0.543166663716118 0.61684264704737
6 72 0 0 0 0.6788375829574196 0.8538237153794894 0.33943381403796646 0.5296554811144003 0.26842369817341355 0.6507945921056109 0.49628444928183035 0.5633559306967977 0.4692255929611168 0.5504377770181593
7 84 0 0 0 0.6381829439597253 0.9458430849997516 0.4255664820011416 0.5753635847037225 0.244135302882785 0.6851439284244994 0.45504703689120246 0.691683188646568 0.5182026514910927 0.621827577254406
8 96 0 0 0 0.7268963535318985 0.9334334300939381 0.3376524850668003 0.4789205856313354 0.29831348341455477 0.7921500009938177 0.42624869061148707 0.6533645982036014 0.4154950805215601 0.6618326425322927
9 108 0 0 0 0.7621102762944428 0.8501825990631084 0.3246801064655295 0.45615492910567923 0.2595680803847482 0.8726206118483087 0.48940727797758343 0.6896732662333681 0.37885278329898314 0.6819943255032681
10 120 0 0 0 0.9108229960080315 0.8961348784342039 0.3003158844735755 0.4750964881665096 0.21310037490584308 0.9250914285376332 0.45017948740655267 0.6549573093138215 0.29987638293687213 0.7686957068467359
